forecast_id,ward_id,forecast_date,expected_census,expected_occupancy_pct,expected_avg_acuity,expected_admissions,expected_discharges,confidence_level,forecast_source,created_at,updated_at
f3851f0a-7b23-4f08-9531-05259cd493bd,W001,2025-02-06,13,68.6,5.0,2,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.969968,2026-01-14 02:44:55.969969
092a1b32-623b-4116-b4cd-a2542de9417d,W002,2025-02-06,14,92.1,5.0,0,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.970100,2026-01-14 02:44:55.970101
7b78262c-aca4-464b-9390-12986acf9b18,W003,2025-02-06,24,76.7,3.54,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.970215,2026-01-14 02:44:55.970215
07883ad0-a049-4cd3-b9b0-72240472db54,W004,2025-02-06,22,71.8,2.77,1,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.970323,2026-01-14 02:44:55.970324
ff7976e8-3bb2-4f2d-be4a-d9778ec12766,W005,2025-02-06,18,67.6,4.31,1,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.970431,2026-01-14 02:44:55.970431
03bce5e8-c1c7-4903-b9ed-5a516bd788e4,W006,2025-02-06,27,97.2,4.39,4,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.970538,2026-01-14 02:44:55.970539
e9fa312a-fc54-45b2-8a61-b9e1d569f9b3,W007,2025-02-06,22,94.7,2.89,0,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.970640,2026-01-14 02:44:55.970641
054248d0-f44f-4ef7-8e4e-78d5782eb3d8,W008,2025-02-06,11,59.6,3.25,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.970747,2026-01-14 02:44:55.970747
3324040a-85f8-48c3-9c95-5390274471e0,W001,2025-02-07,17,89.3,3.96,5,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.971016,2026-01-14 02:44:55.971017
af273042-79bd-46cd-9927-14e4a15b363b,W002,2025-02-07,13,85.6,5.0,4,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.971143,2026-01-14 02:44:55.971144
12b90e8a-b210-43be-a5cc-dcd600314e8e,W003,2025-02-07,25,81.0,2.59,2,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.971256,2026-01-14 02:44:55.971257
3e78ced9-d3b6-436a-a63d-e2a78653035b,W004,2025-02-07,26,83.1,2.39,3,3,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.971364,2026-01-14 02:44:55.971365
87d26c30-ca2a-4988-a585-a5ca98d80f65,W005,2025-02-07,22,79.0,3.99,1,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.971486,2026-01-14 02:44:55.971487
c60ffd4f-5520-43f4-852c-7fa5e1bbacdc,W006,2025-02-07,22,81.8,4.08,4,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.971600,2026-01-14 02:44:55.971601
ce20e3ea-fa0c-4136-8d2d-462876bcf0c2,W007,2025-02-07,18,77.0,2.87,1,5,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.971708,2026-01-14 02:44:55.971709
8fd0f918-5210-4855-a197-4d265a5054dc,W008,2025-02-07,16,81.2,3.07,1,3,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.971822,2026-01-14 02:44:55.971823
0815f619-5882-402c-9c7d-84c2669e2271,W001,2025-02-08,18,93.4,5.0,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.972086,2026-01-14 02:44:55.972087
dbb3b567-d955-473e-b4ea-4567240383fe,W002,2025-02-08,14,88.4,4.44,2,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.972197,2026-01-14 02:44:55.972198
4df688e9-db74-47bf-a993-734c4df1dae2,W003,2025-02-08,22,71.7,3.1,0,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.972310,2026-01-14 02:44:55.972310
030b5cd8-7984-4a59-a4f8-ec5d42cf230c,W004,2025-02-08,24,78.0,2.61,1,3,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.972413,2026-01-14 02:44:55.972413
d3364877-f894-4dab-87ef-4a856240a68f,W005,2025-02-08,19,68.9,4.38,3,0,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.972516,2026-01-14 02:44:55.972517
cb9e368f-a216-49f8-b429-538061475a25,W006,2025-02-08,18,66.4,4.38,5,3,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.972619,2026-01-14 02:44:55.972620
eb6587d8-49a6-4f20-80fe-5bd6824f2bd9,W007,2025-02-08,14,60.3,2.55,4,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.972720,2026-01-14 02:44:55.972721
80ef3c2c-f733-4b21-aec8-01b02d3590ee,W008,2025-02-08,17,86.1,2.27,5,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.972829,2026-01-14 02:44:55.972830
eac8a5fc-8f1c-4c6d-b654-72c080de235e,W001,2025-02-09,12,64.8,5.0,0,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.973104,2026-01-14 02:44:55.973105
e3579ed8-17e2-4d31-9bcb-e55b26ca786c,W002,2025-02-09,15,95.6,5.0,1,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.973229,2026-01-14 02:44:55.973230
71014cd4-ba34-42e4-a9de-74d8e28a63b5,W003,2025-02-09,24,75.4,2.88,2,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.973335,2026-01-14 02:44:55.973336
ff415e75-a3c0-457e-9726-391d69575a2d,W004,2025-02-09,28,87.7,3.35,2,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.973438,2026-01-14 02:44:55.973439
1623fc25-9762-454b-b151-9cf101cbc708,W005,2025-02-09,21,76.2,4.03,4,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.973542,2026-01-14 02:44:55.973543
12476130-316f-4afc-a8aa-c955a6268b5c,W006,2025-02-09,15,53.7,4.09,0,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.973643,2026-01-14 02:44:55.973644
de7d9886-c382-40f5-9e65-1feeccfb5328,W007,2025-02-09,20,85.2,1.91,0,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.973757,2026-01-14 02:44:55.973758
58c23b8f-4aba-407e-acc6-e55cac41fb97,W008,2025-02-09,15,76.8,3.91,0,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.973859,2026-01-14 02:44:55.973860
6e72241d-46c6-4bee-9360-0b0a7140b2be,W001,2025-02-10,18,94.2,4.92,4,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.974115,2026-01-14 02:44:55.974116
ba41af4e-5794-43bc-8b64-77038cefd998,W002,2025-02-10,13,86.3,5.0,0,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.974281,2026-01-14 02:44:55.974282
e50653a5-647e-43aa-9acc-4a25b4fbf139,W003,2025-02-10,23,74.0,2.3,4,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.974403,2026-01-14 02:44:55.974404
6c8e69b8-673f-41ab-8efd-955082da5586,W004,2025-02-10,25,78.9,2.44,0,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.974521,2026-01-14 02:44:55.974522
d68a5339-9f2f-4bc0-81ee-9ccb04a04103,W005,2025-02-10,23,85.2,4.1,3,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.974635,2026-01-14 02:44:55.974635
4478a29b-3f00-481a-a71a-b4158b450464,W006,2025-02-10,20,71.7,4.08,3,5,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.974754,2026-01-14 02:44:55.974755
0e55675e-dc08-4f5f-b6d0-76ac9a387c6f,W007,2025-02-10,18,78.2,2.97,2,5,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.974900,2026-01-14 02:44:55.974901
ae95517e-7f8d-4edd-b341-7b91de2e072a,W008,2025-02-10,12,64.4,3.03,4,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.975052,2026-01-14 02:44:55.975053
2385e105-8425-49cc-97d8-613ccef0ede2,W001,2025-02-11,15,79.6,5.0,3,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.975302,2026-01-14 02:44:55.975304
6fc8193e-5ad1-433b-a398-7939a86afbe8,W002,2025-02-11,12,79.3,5.0,3,4,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.975445,2026-01-14 02:44:55.975445
6de91d06-cd88-4408-8345-8bc728933a3b,W003,2025-02-11,21,66.8,2.92,3,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.975559,2026-01-14 02:44:55.975560
e31f2031-c252-4791-93d9-6822afd057b7,W004,2025-02-11,25,79.8,1.86,5,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.975663,2026-01-14 02:44:55.975664
93606bdd-c6cd-4609-9b21-bbd6fefd3f43,W005,2025-02-11,28,100.0,4.21,1,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.975772,2026-01-14 02:44:55.975772
cb5c3dfb-ae9c-4b60-b63f-d5df819fa8cb,W006,2025-02-11,19,69.4,4.24,3,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.975875,2026-01-14 02:44:55.975876
db1a4066-d1f2-470c-9c75-74d2b3ace04c,W007,2025-02-11,18,76.8,3.13,0,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.976011,2026-01-14 02:44:55.976011
0f89afe1-7597-4c8e-bf0a-0c372b49eec6,W008,2025-02-11,13,66.4,2.47,4,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.976121,2026-01-14 02:44:55.976122
9f3c209c-e7c1-419e-aa3b-fe4c684f9925,W001,2025-02-12,17,89.4,5.0,2,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.976343,2026-01-14 02:44:55.976344
47d3a790-2373-48f4-a074-b3441a62a841,W002,2025-02-12,12,79.3,5.0,3,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.976484,2026-01-14 02:44:55.976485
3a3f2dd5-1194-48fe-bf09-0a615e45189b,W003,2025-02-12,22,70.5,2.71,0,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.976600,2026-01-14 02:44:55.976601
886e85b1-7ca5-4e63-8f7e-24d0a08b1589,W004,2025-02-12,31,99.7,2.05,5,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.976704,2026-01-14 02:44:55.976705
07507309-65bc-4d13-800b-6b3712681c6f,W005,2025-02-12,19,69.4,3.63,3,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.976816,2026-01-14 02:44:55.976817
53faaab6-2683-46b0-9029-edbd44b2f6e9,W006,2025-02-12,18,66.7,4.38,4,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.976934,2026-01-14 02:44:55.976935
ed0e75c4-e9ca-438d-bddf-4727af942e4d,W007,2025-02-12,19,81.7,2.23,4,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.977057,2026-01-14 02:44:55.977057
ad3e039c-6586-4e69-a2ea-54510fa5e5a5,W008,2025-02-12,11,56.3,2.01,4,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.977161,2026-01-14 02:44:55.977162
1094ae96-12e6-4987-be01-33b069925244,W001,2025-02-13,17,88.9,5.0,3,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.977388,2026-01-14 02:44:55.977389
b55305cd-c859-4cb8-95c0-8b9f7c6c0852,W002,2025-02-13,13,86.7,5.0,4,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.977505,2026-01-14 02:44:55.977506
059e0331-4e9b-403d-ac12-d6e9b0fcdab9,W003,2025-02-13,27,86.3,3.86,1,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.977630,2026-01-14 02:44:55.977631
b5f8079c-6bf0-4cfb-90f1-86d17aa429a4,W004,2025-02-13,19,60.6,2.39,3,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.977740,2026-01-14 02:44:55.977741
c13482eb-5b67-4183-9ac6-857d1a511728,W005,2025-02-13,25,92.4,3.89,0,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.977843,2026-01-14 02:44:55.977844
e3df767d-16d9-43fa-9749-4b34e79ca521,W006,2025-02-13,22,82.0,3.7,3,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.977974,2026-01-14 02:44:55.977974
4569bf7c-1401-4cba-829e-e343ecc9067b,W007,2025-02-13,22,91.9,3.44,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.978088,2026-01-14 02:44:55.978089
7efd8330-a1cd-4300-8518-33a43929054b,W008,2025-02-13,12,61.4,2.91,4,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.978190,2026-01-14 02:44:55.978191
5076c8aa-4ef0-4429-9eb2-0e60b5eb8f1b,W001,2025-02-14,14,70.0,4.34,3,4,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.978403,2026-01-14 02:44:55.978404
56df6e95-c4b7-4211-b3f2-d840b9204174,W002,2025-02-14,10,65.5,4.69,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.978512,2026-01-14 02:44:55.978513
ca270479-84d7-44b9-9516-f3ffdffa29d5,W003,2025-02-14,28,88.1,3.35,1,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.978641,2026-01-14 02:44:55.978642
9b8a8209-ab22-43a0-be15-eb6641c4ed82,W004,2025-02-14,19,59.4,2.09,2,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.978762,2026-01-14 02:44:55.978763
ce4f3008-8f2c-4a3a-93b2-06fa90cfe4b2,W005,2025-02-14,22,79.8,4.19,2,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.978868,2026-01-14 02:44:55.978869
1eb08366-4581-44a4-a9bc-f776c0f68346,W006,2025-02-14,20,72.5,4.39,2,4,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.979000,2026-01-14 02:44:55.979001
684e8f83-d88e-485b-94bb-bf071e59c094,W007,2025-02-14,17,72.6,2.8,3,2,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.979110,2026-01-14 02:44:55.979111
cb6902c2-9eb3-4049-9932-b632106a2a1d,W008,2025-02-14,15,78.0,3.5,3,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.979217,2026-01-14 02:44:55.979218
de8c0b8e-833b-467f-9457-89e032514e94,W001,2025-02-15,16,82.1,4.8,4,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.979431,2026-01-14 02:44:55.979432
78f3bc14-e5b3-4a6d-bb1a-1f316801ff11,W002,2025-02-15,11,69.6,4.4,0,1,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.979552,2026-01-14 02:44:55.979553
501e2ba2-8adc-4dd7-86fd-cc36b50c1d97,W003,2025-02-15,28,88.1,3.02,4,4,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.979656,2026-01-14 02:44:55.979657
a75b435d-a64d-45e5-b92c-1547db51795f,W004,2025-02-15,25,79.5,2.73,3,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.979803,2026-01-14 02:44:55.979804
6a21c004-90c4-4094-8b03-872d15678c1b,W005,2025-02-15,14,50.1,4.61,2,3,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.979931,2026-01-14 02:44:55.979932
5752e999-9b02-455c-bbdd-550a59cb6776,W006,2025-02-15,22,78.9,2.85,1,1,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.980054,2026-01-14 02:44:55.980055
55bd4e71-34b6-4340-a5ae-c1379a7c28ad,W007,2025-02-15,18,78.7,4.0,5,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.980175,2026-01-14 02:44:55.980176
8fc3a1ed-96d6-49da-b799-a21bc5c89af8,W008,2025-02-15,14,71.4,2.77,1,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.980286,2026-01-14 02:44:55.980287
52dac3e5-aab1-4188-a13d-bf8faee4ff42,W001,2025-02-16,16,80.7,4.73,1,1,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.980509,2026-01-14 02:44:55.980510
52686762-5e27-4eec-9ff1-eb19f03605d4,W002,2025-02-16,14,92.1,5.0,5,5,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.980622,2026-01-14 02:44:55.980623
17d1f137-76cf-4ad9-b731-f5c2aab19a41,W003,2025-02-16,17,55.3,2.89,3,5,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.980737,2026-01-14 02:44:55.980738
8567187f-d156-4642-b059-0e32c120859e,W004,2025-02-16,22,69.8,3.47,5,1,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.980893,2026-01-14 02:44:55.980893
69a38da1-0c42-4276-a41f-4b2704614844,W005,2025-02-16,21,75.1,4.5,0,2,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.981036,2026-01-14 02:44:55.981037
1a84c58f-29ac-455f-8c7f-4aa164f853e5,W006,2025-02-16,22,79.5,2.31,2,0,HIGH,HISTORICAL_MODEL,2026-01-14 02:44:55.981144,2026-01-14 02:44:55.981145
79c619fa-3d66-42a4-889c-c18f5b4a658c,W007,2025-02-16,18,77.4,2.52,1,1,LOW,HISTORICAL_MODEL,2026-01-14 02:44:55.981246,2026-01-14 02:44:55.981247
89faca77-5bbe-4d73-947d-e1daab3cdab9,W008,2025-02-16,14,71.3,3.32,0,0,MEDIUM,HISTORICAL_MODEL,2026-01-14 02:44:55.981346,2026-01-14 02:44:55.981347
