nurse_cert_id,nurse_id,cert_id,obtained_date,expiry_date,is_expired,practice_hours_ytd,practice_hours_required,hours_remaining,last_renewal_date,renewal_status,verified_by,verification_date,created_at,updated_at
3f280722-3e25-4c47-b601-cef177a85a8f,N0028,CHEMO,2024-02-26,2026-02-25,False,21,24,3,2024-02-26,CURRENT,HR_6,2024-03-02,2026-01-14 02:44:53.989005,2026-01-14 02:44:53.989006
1e3b1874-1572-4486-9a64-d03764ec8422,N0028,BLS,2024-09-21,2026-09-21,False,0,8,8,2024-09-21,CURRENT,HR_8,2024-10-06,2026-01-14 02:44:53.989296,2026-01-14 02:44:53.989296
4ca5984f-f685-4a5f-b453-94fc981702a2,N0028,IV_CERT,2024-03-09,2026-03-09,False,13,16,3,2024-03-09,CURRENT,HR_5,2024-03-28,2026-01-14 02:44:53.989604,2026-01-14 02:44:53.989604
da045a2b-623a-4763-b92d-5b1c42d185ba,N0028,POST_OP,2025-10-19,2027-10-19,False,5,20,15,2025-10-19,CURRENT,HR_9,2025-10-22,2026-01-14 02:44:53.989883,2026-01-14 02:44:53.989883
0f94eae8-9988-41d6-b912-e8c31856f0b7,N0028,RN,2024-03-20,2029-03-19,False,14,50,36,2024-03-20,CURRENT,HR_8,2024-03-22,2026-01-14 02:44:53.990168,2026-01-14 02:44:53.990168
3445bdf5-6f83-4509-9ed2-3b0e871a7ec6,N0028,ACLS,2025-10-18,2027-10-18,False,5,16,11,2025-10-18,CURRENT,HR_5,2025-10-21,2026-01-14 02:44:53.990477,2026-01-14 02:44:53.990477
b19132bb-1c27-46b1-b8a1-f585fac28902,N0029,CHEMO,2025-09-14,2027-09-14,False,9,24,15,2025-09-14,CURRENT,HR_10,2025-10-01,2026-01-14 02:44:53.991279,2026-01-14 02:44:53.991279
ffc4df72-e711-4efe-ad8f-c3eabaf8feb7,N0029,BLS,2024-11-17,2026-11-17,False,3,8,5,2024-11-17,CURRENT,HR_10,2024-12-05,2026-01-14 02:44:53.991554,2026-01-14 02:44:53.991554
6a5d9b21-fdf5-4724-b8d0-7602a1e5ad90,N0029,IV_CERT,2025-11-03,2027-11-03,False,7,16,9,2025-11-03,CURRENT,HR_10,2025-11-24,2026-01-14 02:44:53.991854,2026-01-14 02:44:53.991854
2ecdb96f-2b94-4c3d-9c8a-20b2c5422c8e,N0029,RN,2024-11-25,2029-11-24,False,10,50,40,2024-11-25,CURRENT,HR_10,2024-12-11,2026-01-14 02:44:53.992202,2026-01-14 02:44:53.992202
1e3d98ac-4637-4c74-8511-49ab538c754c,N0029,ACLS,2024-07-20,2026-07-20,False,2,16,14,2024-07-20,CURRENT,HR_1,2024-08-04,2026-01-14 02:44:53.992507,2026-01-14 02:44:53.992507
6c5a591d-28ba-47e5-8410-3ec660f9fd43,N0030,CHEMO,2024-12-29,2026-12-29,False,11,24,13,2024-12-29,CURRENT,HR_2,2025-01-15,2026-01-14 02:44:53.993309,2026-01-14 02:44:53.993309
667f64b4-4fa1-46d3-8088-b505d42f96b8,N0030,BLS,2024-02-23,2026-02-22,False,6,8,2,2024-02-23,CURRENT,HR_1,2024-03-02,2026-01-14 02:44:53.993615,2026-01-14 02:44:53.993615
0eef373c-322c-4128-9bbe-b804ef96e7fd,N0030,IV_CERT,2024-09-23,2026-09-23,False,7,16,9,2024-09-23,CURRENT,HR_9,2024-10-10,2026-01-14 02:44:53.993911,2026-01-14 02:44:53.993911
b6bb95bf-e6ed-489d-bdf7-7a0e28ccf35f,N0030,CCU,2024-03-31,2026-03-31,False,30,40,10,2024-03-31,CURRENT,HR_6,2024-04-12,2026-01-14 02:44:53.994235,2026-01-14 02:44:53.994236
08d17007-2593-4fe7-a845-ffd0106ce33f,N0030,RN,2024-05-15,2029-05-14,False,12,50,38,2024-05-15,CURRENT,HR_7,2024-06-09,2026-01-14 02:44:53.994530,2026-01-14 02:44:53.994530
2a9aa3d7-49c8-4698-82b4-403153473862,N0030,ACLS,2025-01-03,2027-01-03,False,0,16,16,2025-01-03,CURRENT,HR_6,2025-01-06,2026-01-14 02:44:53.994810,2026-01-14 02:44:53.994810
2da68627-ca99-46c5-aebc-02f4e650487c,N0031,BLS,2024-11-15,2026-11-15,False,2,8,6,2024-11-15,CURRENT,HR_5,2024-12-09,2026-01-14 02:44:53.995633,2026-01-14 02:44:53.995633
fb30825b-ca97-43c7-b72f-bb8795a390e8,N0031,ICU,2024-02-12,2026-02-11,False,37,40,3,2024-02-12,CURRENT,HR_3,2024-02-23,2026-01-14 02:44:53.995966,2026-01-14 02:44:53.995967
10aff2a1-40ea-4b74-a7b4-8cc396de7b22,N0031,IV_CERT,2025-09-23,2027-09-23,False,2,16,14,2025-09-23,CURRENT,HR_6,2025-10-03,2026-01-14 02:44:53.996310,2026-01-14 02:44:53.996310
12d8b74b-0c78-4e4d-9f60-ef9577bc49cb,N0031,RN,2022-04-12,2027-04-11,False,22,50,28,2022-04-12,CURRENT,HR_7,2022-04-17,2026-01-14 02:44:53.996594,2026-01-14 02:44:53.996594
96f3fbee-3983-4f2c-a6c0-61ea93064752,N0031,ACLS,2024-04-15,2026-04-15,False,11,16,5,2024-04-15,CURRENT,HR_2,2024-04-25,2026-01-14 02:44:53.996866,2026-01-14 02:44:53.996866
f964bb6b-554a-4b33-969d-780d14ec8961,N0032,BLS,2025-01-13,2027-01-13,False,1,8,7,2025-01-13,CURRENT,HR_9,2025-01-16,2026-01-14 02:44:53.997739,2026-01-14 02:44:53.997740
e3e83332-5efb-4866-8ec2-de627e7502e9,N0032,PEDS,2023-08-01,2026-07-31,False,11,30,19,2023-08-01,CURRENT,HR_1,2023-08-13,2026-01-14 02:44:53.998215,2026-01-14 02:44:53.998215
ee65c593-b5df-40c6-8b01-95e1cb1e03f4,N0032,IV_CERT,2025-02-02,2027-02-02,False,2,16,14,2025-02-02,CURRENT,HR_4,2025-02-13,2026-01-14 02:44:53.998560,2026-01-14 02:44:53.998561
49e89bc9-5bfe-49f3-a3ec-9b2311e32420,N0032,RN,2021-08-29,2026-08-28,False,15,50,35,2021-08-29,CURRENT,HR_4,2021-09-06,2026-01-14 02:44:53.998938,2026-01-14 02:44:53.998938
87d6dadc-0d2a-4307-9741-8768a76d6d8c,N0032,ACLS,2025-07-28,2027-07-28,False,2,16,14,2025-07-28,CURRENT,HR_2,2025-08-07,2026-01-14 02:44:53.999275,2026-01-14 02:44:53.999276
55104d1a-1a10-41f7-906c-fedb8ca73611,N0033,CHEMO,2025-09-03,2027-09-03,False,8,24,16,2025-09-03,CURRENT,HR_9,2025-09-30,2026-01-14 02:44:54.000042,2026-01-14 02:44:54.000042
9270593a-2ca2-4e5b-b2fb-9a46a0f8d905,N0033,BLS,2024-06-24,2026-06-24,False,3,8,5,2024-06-24,CURRENT,HR_6,2024-07-23,2026-01-14 02:44:54.000315,2026-01-14 02:44:54.000315
efe34300-e00a-4097-a598-4f3cad59c2bf,N0033,ICU,2024-03-23,2026-03-23,False,30,40,10,2024-03-23,CURRENT,HR_10,2024-04-05,2026-01-14 02:44:54.000606,2026-01-14 02:44:54.000606
7a16890d-7fda-4047-b2cd-c719cb449810,N0033,IV_CERT,2025-07-11,2027-07-11,False,2,16,14,2025-07-11,CURRENT,HR_3,2025-08-07,2026-01-14 02:44:54.000901,2026-01-14 02:44:54.000901
6c4f3ec3-731d-4358-82b9-3e6ab0b8667f,N0033,RN,2025-01-10,2030-01-09,False,23,50,27,2025-01-10,CURRENT,HR_8,2025-01-12,2026-01-14 02:44:54.001209,2026-01-14 02:44:54.001209
8056d766-68e7-44de-9877-ecd787048b2d,N0033,ACLS,2024-10-21,2026-10-21,False,5,16,11,2024-10-21,CURRENT,HR_4,2024-11-05,2026-01-14 02:44:54.001471,2026-01-14 02:44:54.001471
5727b4f7-8a5a-46f1-864b-5d018dee2c74,N0034,IV_CERT,2024-09-12,2026-09-12,False,3,16,13,2024-09-12,CURRENT,HR_9,2024-09-20,2026-01-14 02:44:54.002166,2026-01-14 02:44:54.002167
58b51906-0c15-4ec7-94b4-d02ae0531f85,N0034,ACLS,2025-02-02,2027-02-02,False,7,16,9,2025-02-02,CURRENT,HR_4,2025-02-14,2026-01-14 02:44:54.002465,2026-01-14 02:44:54.002465
df9838c2-ff63-4be2-b8c7-e54d26d7f3cb,N0034,RN,2022-02-25,2027-02-24,False,18,50,32,2022-02-25,CURRENT,HR_8,2022-03-12,2026-01-14 02:44:54.002767,2026-01-14 02:44:54.002767
a22872bc-bcb7-49f5-9355-467ee0a23a74,N0034,BLS,2025-03-02,2027-03-02,False,3,8,5,2025-03-02,CURRENT,HR_9,2025-03-19,2026-01-14 02:44:54.003061,2026-01-14 02:44:54.003061
01a75272-3be7-406a-acd9-7287352529e0,N0035,BLS,2025-05-25,2027-05-25,False,4,8,4,2025-05-25,CURRENT,HR_3,2025-06-22,2026-01-14 02:44:54.003778,2026-01-14 02:44:54.003778
412d6700-2639-4bd0-89e4-6a309f3d97f3,N0035,ICU,2025-04-03,2027-04-03,False,1,40,39,2025-04-03,CURRENT,HR_8,2025-05-01,2026-01-14 02:44:54.004091,2026-01-14 02:44:54.004091
62f5eaa4-19c3-4353-8b11-431041a9b5b2,N0035,IV_CERT,2024-11-30,2026-11-30,False,8,16,8,2024-11-30,CURRENT,HR_2,2024-12-23,2026-01-14 02:44:54.004358,2026-01-14 02:44:54.004358
2afc19aa-7b09-4f7b-bacb-f97d5aa47e20,N0035,RN,2021-03-19,2026-03-18,False,38,50,12,2021-03-19,CURRENT,HR_5,2021-03-22,2026-01-14 02:44:54.004613,2026-01-14 02:44:54.004614
83d8e4e8-d6ab-45b8-87a5-3c8bb145675b,N0035,ACLS,2025-07-04,2027-07-04,False,4,16,12,2025-07-04,CURRENT,HR_8,2025-08-02,2026-01-14 02:44:54.004879,2026-01-14 02:44:54.004880
86af86ec-e156-4e02-ad38-d351c55ce65b,N0036,CHEMO,2025-09-13,2027-09-13,False,3,24,21,2025-09-13,CURRENT,HR_8,2025-10-12,2026-01-14 02:44:54.005559,2026-01-14 02:44:54.005560
6c71682c-6415-427a-af81-a8f9e0f1a524,N0036,BLS,2024-12-23,2026-12-23,False,0,8,8,2024-12-23,CURRENT,HR_7,2024-12-25,2026-01-14 02:44:54.005848,2026-01-14 02:44:54.005849
b6ff482e-e3c9-4a72-9dc7-6555902f2755,N0036,IV_CERT,2024-11-05,2026-11-05,False,8,16,8,2024-11-05,CURRENT,HR_6,2024-11-13,2026-01-14 02:44:54.006149,2026-01-14 02:44:54.006149
50457af4-cd9b-456c-b8e4-ed652d1dd875,N0036,POST_OP,2024-11-15,2026-11-15,False,1,20,19,2024-11-15,CURRENT,HR_6,2024-11-23,2026-01-14 02:44:54.006452,2026-01-14 02:44:54.006452
6e1a1ef1-9daf-4798-a26a-c0ad8e77d4bc,N0036,RN,2025-10-19,2030-10-18,False,10,50,40,2025-10-19,CURRENT,HR_2,2025-11-15,2026-01-14 02:44:54.006748,2026-01-14 02:44:54.006748
2c376db9-7a79-4056-a153-90e1d36bb760,N0036,ACLS,2024-02-19,2026-02-18,False,13,16,3,2024-02-19,CURRENT,HR_3,2024-02-24,2026-01-14 02:44:54.007041,2026-01-14 02:44:54.007041
2361210c-2ac9-47db-901e-c649647421f1,N0037,CHEMO,2024-08-19,2026-08-19,False,11,24,13,2024-08-19,CURRENT,HR_3,2024-09-13,2026-01-14 02:44:54.007728,2026-01-14 02:44:54.007728
28299b2f-ea1e-456a-9d5b-c4ea8fb0cfe2,N0037,BLS,2024-08-22,2026-08-22,False,3,8,5,2024-08-22,CURRENT,HR_10,2024-08-23,2026-01-14 02:44:54.008032,2026-01-14 02:44:54.008032
56799ef7-baba-4ffb-9939-55d4737bbe7a,N0037,IV_CERT,2025-09-25,2027-09-25,False,0,16,16,2025-09-25,CURRENT,HR_5,2025-10-02,2026-01-14 02:44:54.008316,2026-01-14 02:44:54.008316
2a4d28a1-46f3-461a-ac51-a8aa59465c28,N0037,CCU,2025-07-15,2027-07-15,False,17,40,23,2025-07-15,CURRENT,HR_10,2025-08-01,2026-01-14 02:44:54.008595,2026-01-14 02:44:54.008595
6304af31-736b-451a-8c72-48f7d346f956,N0037,RN,2023-08-02,2028-07-31,False,3,50,47,2023-08-02,CURRENT,HR_5,2023-08-10,2026-01-14 02:44:54.008860,2026-01-14 02:44:54.008860
001bb0a8-1dbe-434c-8154-454356e1ff8e,N0037,ACLS,2025-02-10,2027-02-10,False,1,16,15,2025-02-10,CURRENT,HR_1,2025-02-18,2026-01-14 02:44:54.009143,2026-01-14 02:44:54.009143
795f8252-38e3-4bc4-8fd5-dbff50a2aefb,N0038,IV_CERT,2024-03-18,2026-03-18,False,14,16,2,2024-03-18,CURRENT,HR_2,2024-03-22,2026-01-14 02:44:54.009838,2026-01-14 02:44:54.009838
d9ca05ea-0ef3-40a0-a1f8-2aba08667657,N0038,POST_OP,2024-07-22,2026-07-22,False,9,20,11,2024-07-22,CURRENT,HR_9,2024-07-23,2026-01-14 02:44:54.010197,2026-01-14 02:44:54.010197
cda25e10-488c-4b5d-bccb-d3274677a498,N0038,RN,2022-05-31,2027-05-30,False,16,50,34,2022-05-31,CURRENT,HR_10,2022-06-08,2026-01-14 02:44:54.010507,2026-01-14 02:44:54.010507
8e38c149-d9aa-4f50-9bd9-81cfc21a0fc8,N0038,BLS,2025-07-21,2027-07-21,False,2,8,6,2025-07-21,CURRENT,HR_7,2025-07-22,2026-01-14 02:44:54.010795,2026-01-14 02:44:54.010795
c0cac2a0-de74-4957-966d-85a26d2554d0,N0039,BLS,2024-10-15,2026-10-15,False,1,8,7,2024-10-15,CURRENT,HR_2,2024-11-01,2026-01-14 02:44:54.011461,2026-01-14 02:44:54.011462
f4c07ac8-4348-4bb2-a333-d4eb93bac56f,N0039,ICU,2024-12-11,2026-12-11,False,2,40,38,2024-12-11,CURRENT,HR_9,2024-12-29,2026-01-14 02:44:54.011765,2026-01-14 02:44:54.011765
6730ac30-55b4-4a75-b85d-c030320f3e83,N0039,IV_CERT,2024-07-14,2026-07-14,False,8,16,8,2024-07-14,CURRENT,HR_9,2024-07-15,2026-01-14 02:44:54.012066,2026-01-14 02:44:54.012066
00a90f50-94c9-43bb-9d70-e4ee87d2f0f6,N0039,RN,2023-10-08,2028-10-06,False,15,50,35,2023-10-08,CURRENT,HR_1,2023-10-29,2026-01-14 02:44:54.012354,2026-01-14 02:44:54.012354
79dc17dd-e87c-4844-b1dd-e5b71d47d385,N0039,ACLS,2024-11-14,2026-11-14,False,5,16,11,2024-11-14,CURRENT,HR_5,2024-12-08,2026-01-14 02:44:54.012619,2026-01-14 02:44:54.012619
26ad23cb-ce1c-40db-97c6-22229e36e27d,N0040,BLS,2024-12-27,2026-12-27,False,1,8,7,2024-12-27,CURRENT,HR_2,2025-01-21,2026-01-14 02:44:54.013317,2026-01-14 02:44:54.013318
cb56cbdc-3e92-412c-b09a-ae481f2d2443,N0040,IV_CERT,2024-04-29,2026-04-29,False,11,16,5,2024-04-29,CURRENT,HR_6,2024-05-04,2026-01-14 02:44:54.013595,2026-01-14 02:44:54.013596
c0919e9b-37e0-4bfe-9b9a-14ffec85be3e,N0040,CCU,2025-10-31,2027-10-31,False,11,40,29,2025-10-31,CURRENT,HR_9,2025-11-11,2026-01-14 02:44:54.013905,2026-01-14 02:44:54.013905
e4ac0384-05de-4e70-b534-c09afcc6ff6a,N0040,RN,2021-05-24,2026-05-23,False,40,50,10,2021-05-24,CURRENT,HR_3,2021-06-20,2026-01-14 02:44:54.014223,2026-01-14 02:44:54.014224
c11c0c64-af49-4bff-bfb5-95a7b90b9939,N0040,ACLS,2024-08-27,2026-08-27,False,7,16,9,2024-08-27,CURRENT,HR_3,2024-09-22,2026-01-14 02:44:54.014498,2026-01-14 02:44:54.014499
c33cd8e5-0649-479d-acd9-f894569fd543,N0041,IV_CERT,2024-09-03,2026-09-03,False,0,16,16,2024-09-03,CURRENT,HR_5,2024-09-10,2026-01-14 02:44:54.015188,2026-01-14 02:44:54.015189
5b8d9c1d-8247-4e52-a80d-afddcba033a4,N0041,POST_OP,2025-11-01,2027-11-01,False,3,20,17,2025-11-01,CURRENT,HR_1,2025-11-12,2026-01-14 02:44:54.015474,2026-01-14 02:44:54.015475
e79cfe96-c523-487f-b05c-8bba50c8a5eb,N0041,RN,2024-03-20,2029-03-19,False,16,50,34,2024-03-20,CURRENT,HR_7,2024-04-16,2026-01-14 02:44:54.015757,2026-01-14 02:44:54.015757
eb27e661-b167-4b17-8b4f-c96fd3bfb7e3,N0041,BLS,2024-06-07,2026-06-07,False,6,8,2,2024-06-07,CURRENT,HR_5,2024-06-09,2026-01-14 02:44:54.016058,2026-01-14 02:44:54.016059
572937a6-2615-43f1-8a51-b737c679db08,N0042,BLS,2024-12-15,2026-12-15,False,0,8,8,2024-12-15,CURRENT,HR_6,2024-12-24,2026-01-14 02:44:54.016738,2026-01-14 02:44:54.016738
4dc18ccf-86da-4324-a37f-12f59a747639,N0042,ICU,2025-08-10,2027-08-10,False,11,40,29,2025-08-10,CURRENT,HR_7,2025-09-08,2026-01-14 02:44:54.017029,2026-01-14 02:44:54.017029
d31db3ac-7b5f-4c9d-9cd6-ff8597e47326,N0042,IV_CERT,2024-11-01,2026-11-01,False,7,16,9,2024-11-01,CURRENT,HR_7,2024-11-12,2026-01-14 02:44:54.017306,2026-01-14 02:44:54.017306
8fd78488-8ec2-4ea2-afdf-ed07c769f4c2,N0042,RN,2024-11-28,2029-11-27,False,15,50,35,2024-11-28,CURRENT,HR_8,2024-12-10,2026-01-14 02:44:54.017593,2026-01-14 02:44:54.017594
c5b107d0-b71f-44f0-b768-2aa6c4543f92,N0042,ACLS,2024-07-02,2026-07-02,False,8,16,8,2024-07-02,CURRENT,HR_2,2024-07-26,2026-01-14 02:44:54.017928,2026-01-14 02:44:54.017928
d025ef5d-58f0-4317-89d1-40ce7c2bc555,N0043,ICU,2025-05-09,2027-05-09,False,19,40,21,2025-05-09,CURRENT,HR_3,2025-05-27,2026-01-14 02:44:54.018587,2026-01-14 02:44:54.018588
7497fa2d-f149-433d-930e-19d03c92f7d4,N0043,ACLS,2025-07-18,2027-07-18,False,5,16,11,2025-07-18,CURRENT,HR_2,2025-07-21,2026-01-14 02:44:54.018866,2026-01-14 02:44:54.018866
2d355f43-3217-4f90-ad1f-41bc7112aaa4,N0043,RN,2025-07-01,2030-06-30,False,21,50,29,2025-07-01,CURRENT,HR_5,2025-07-11,2026-01-14 02:44:54.019199,2026-01-14 02:44:54.019199
c48aec3a-3fd8-44c7-855c-9f2a567de0b1,N0043,BLS,2025-05-01,2027-05-01,False,4,8,4,2025-05-01,CURRENT,HR_7,2025-05-07,2026-01-14 02:44:54.019498,2026-01-14 02:44:54.019498
49d295e9-2d8b-4ab2-a4cc-faeda68047a6,N0044,IV_CERT,2025-11-02,2027-11-02,False,5,16,11,2025-11-02,CURRENT,HR_10,2025-11-16,2026-01-14 02:44:54.020216,2026-01-14 02:44:54.020216
0c3add08-1369-4446-a4dc-9fe3fa8c479f,N0044,ACLS,2025-03-09,2027-03-09,False,0,16,16,2025-03-09,CURRENT,HR_2,2025-03-31,2026-01-14 02:44:54.020492,2026-01-14 02:44:54.020492
d27c5ff6-c191-47ee-bc9e-76b3d58332b7,N0044,RN,2022-05-20,2027-05-19,False,12,50,38,2022-05-20,CURRENT,HR_6,2022-06-06,2026-01-14 02:44:54.020777,2026-01-14 02:44:54.020777
8d2d7041-9a46-476c-8a73-4a86ddd9586d,N0044,BLS,2024-01-20,2026-01-19,False,6,8,2,2024-01-20,CURRENT,HR_1,2024-01-25,2026-01-14 02:44:54.021081,2026-01-14 02:44:54.021081
086fc88f-3a08-4a06-af1c-a92e6265c5f5,N0045,CHEMO,2024-01-21,2026-01-20,False,23,24,1,2024-01-21,CURRENT,HR_1,2024-01-26,2026-01-14 02:44:54.021805,2026-01-14 02:44:54.021805
d2311aef-c0eb-4776-95df-42ebf4aa7c34,N0045,BLS,2025-10-08,2027-10-08,False,1,8,7,2025-10-08,CURRENT,HR_6,2025-10-20,2026-01-14 02:44:54.022114,2026-01-14 02:44:54.022114
448ce8a4-18cc-49d9-9105-cff3142a0982,N0045,IV_CERT,2024-11-18,2026-11-18,False,0,16,16,2024-11-18,CURRENT,HR_10,2024-11-23,2026-01-14 02:44:54.022378,2026-01-14 02:44:54.022378
a38983ca-ed8f-41dc-84a5-a814acabdb7d,N0045,POST_OP,2024-01-20,2026-01-19,False,17,20,3,2024-01-20,CURRENT,HR_6,2024-02-01,2026-01-14 02:44:54.022643,2026-01-14 02:44:54.022644
93835847-8192-4733-9f14-a7fa394ea429,N0045,RN,2023-06-20,2028-06-18,False,24,50,26,2023-06-20,CURRENT,HR_2,2023-07-09,2026-01-14 02:44:54.022925,2026-01-14 02:44:54.022925
b2fdaabb-a196-4165-9739-6b8278cb29ae,N0046,IV_CERT,2024-12-05,2026-12-05,False,6,16,10,2024-12-05,CURRENT,HR_6,2024-12-26,2026-01-14 02:44:54.023579,2026-01-14 02:44:54.023580
ac580033-ebe8-4255-b996-b4d37503742d,N0046,RN,2024-05-24,2029-05-23,False,7,50,43,2024-05-24,CURRENT,HR_2,2024-05-25,2026-01-14 02:44:54.023855,2026-01-14 02:44:54.023856
81bfe155-c035-4cfb-97f5-049ac2775945,N0046,BLS,2025-06-08,2027-06-08,False,3,8,5,2025-06-08,CURRENT,HR_9,2025-06-21,2026-01-14 02:44:54.024154,2026-01-14 02:44:54.024154
e62beae9-454e-4c4f-9b31-f942b578b3d6,N0047,BLS,2025-03-24,2027-03-24,False,3,8,5,2025-03-24,CURRENT,HR_4,2025-04-13,2026-01-14 02:44:54.024838,2026-01-14 02:44:54.024838
16e1d359-bd6d-4dcb-bc20-8694ad4eff1f,N0047,IV_CERT,2025-02-26,2027-02-26,False,7,16,9,2025-02-26,CURRENT,HR_4,2025-03-02,2026-01-14 02:44:54.025156,2026-01-14 02:44:54.025157
91826977-25d7-4722-88b3-392e72ef826c,N0047,POST_OP,2025-07-30,2027-07-30,False,1,20,19,2025-07-30,CURRENT,HR_8,2025-08-05,2026-01-14 02:44:54.025484,2026-01-14 02:44:54.025484
aec5c681-5639-4d63-8b70-b99bdc9a5603,N0047,RN,2021-12-16,2026-12-15,False,14,50,36,2021-12-16,CURRENT,HR_2,2022-01-11,2026-01-14 02:44:54.025773,2026-01-14 02:44:54.025773
ab7bef54-b8da-4032-aec2-ad7d6ba0904d,N0047,ACLS,2024-01-17,2026-01-16,False,13,16,3,2024-01-17,CURRENT,HR_6,2024-02-09,2026-01-14 02:44:54.026056,2026-01-14 02:44:54.026056
82443bce-a715-4b88-8ff2-88dfc5483f48,N0048,BLS,2024-06-08,2026-06-08,False,5,8,3,2024-06-08,CURRENT,HR_5,2024-07-06,2026-01-14 02:44:54.026734,2026-01-14 02:44:54.026735
acac08d9-5b6e-4aae-91c6-3cec45942430,N0048,ICU,2025-07-07,2027-07-07,False,20,40,20,2025-07-07,CURRENT,HR_3,2025-08-02,2026-01-14 02:44:54.027051,2026-01-14 02:44:54.027052
77578cb8-5f2b-44ad-8f2b-82f45acd8ad3,N0048,IV_CERT,2024-12-10,2026-12-10,False,8,16,8,2024-12-10,CURRENT,HR_4,2024-12-14,2026-01-14 02:44:54.027335,2026-01-14 02:44:54.027336
43bed867-db98-407a-9633-d9518ac467d8,N0048,RN,2024-10-30,2029-10-29,False,25,50,25,2024-10-30,CURRENT,HR_3,2024-11-07,2026-01-14 02:44:54.027607,2026-01-14 02:44:54.027607
eb289860-5b63-4e47-b4e6-78c6b897c6ba,N0048,ACLS,2024-07-28,2026-07-28,False,0,16,16,2024-07-28,CURRENT,HR_6,2024-08-15,2026-01-14 02:44:54.027890,2026-01-14 02:44:54.027890
92441035-a9d8-424e-b39e-40aeded5c27d,N0049,IV_CERT,2024-08-24,2026-08-24,False,8,16,8,2024-08-24,CURRENT,HR_3,2024-09-13,2026-01-14 02:44:54.028597,2026-01-14 02:44:54.028598
1e7b02fa-78c3-4bb3-86e4-0914156cc0fb,N0049,RN,2025-06-22,2030-06-21,False,2,50,48,2025-06-22,CURRENT,HR_5,2025-07-05,2026-01-14 02:44:54.028972,2026-01-14 02:44:54.028972
3061536d-ff54-4ecb-9e7f-d470a0fdbb0a,N0049,BLS,2024-08-12,2026-08-12,False,4,8,4,2024-08-12,CURRENT,HR_7,2024-09-06,2026-01-14 02:44:54.029301,2026-01-14 02:44:54.029301
e9750760-8e9f-4edc-a748-37c86a5d28ca,N0050,IV_CERT,2025-08-09,2027-08-09,False,5,16,11,2025-08-09,CURRENT,HR_2,2025-08-24,2026-01-14 02:44:54.030018,2026-01-14 02:44:54.030018
4d829406-f0e0-482d-a305-08606916820e,N0050,POST_OP,2024-08-25,2026-08-25,False,10,20,10,2024-08-25,CURRENT,HR_9,2024-09-06,2026-01-14 02:44:54.030307,2026-01-14 02:44:54.030308
38b35e28-a991-4bd9-a62b-b06bacc3faca,N0050,RN,2025-03-28,2030-03-27,False,24,50,26,2025-03-28,CURRENT,HR_9,2025-04-18,2026-01-14 02:44:54.030567,2026-01-14 02:44:54.030568
865bae3b-2098-4b65-a218-f8e409d79019,N0050,BLS,2024-04-23,2026-04-23,False,4,8,4,2024-04-23,CURRENT,HR_3,2024-05-07,2026-01-14 02:44:54.030836,2026-01-14 02:44:54.030836
34ff4252-8c33-4584-8d1e-4d5a69023532,N0051,CHEMO,2025-08-10,2027-08-10,False,8,24,16,2025-08-10,CURRENT,HR_3,2025-08-20,2026-01-14 02:44:54.031532,2026-01-14 02:44:54.031532
ba342c17-5956-4f1f-871a-845b5d2706bd,N0051,BLS,2025-06-30,2027-06-30,False,1,8,7,2025-06-30,CURRENT,HR_6,2025-07-30,2026-01-14 02:44:54.031822,2026-01-14 02:44:54.031822
fc2deb49-c992-4a40-99b2-3ffce108cffb,N0051,IV_CERT,2025-04-29,2027-04-29,False,5,16,11,2025-04-29,CURRENT,HR_9,2025-05-28,2026-01-14 02:44:54.032116,2026-01-14 02:44:54.032116
83c01573-d358-44e8-b7e5-ce191c716b62,N0051,POST_OP,2025-02-28,2027-02-28,False,1,20,19,2025-02-28,CURRENT,HR_5,2025-03-07,2026-01-14 02:44:54.032392,2026-01-14 02:44:54.032392
1531d18f-0a02-49d4-8942-9b64f803fd26,N0051,RN,2022-05-25,2027-05-24,False,17,50,33,2022-05-25,CURRENT,HR_5,2022-05-30,2026-01-14 02:44:54.032684,2026-01-14 02:44:54.032685
d5589c91-5346-4644-ab6f-fd16a7affcf9,N0051,ACLS,2024-03-15,2026-03-15,False,13,16,3,2024-03-15,CURRENT,HR_10,2024-04-02,2026-01-14 02:44:54.032999,2026-01-14 02:44:54.032999
d899e6a1-4548-4082-a809-cab1430b02f1,N0052,RN,2024-02-28,2029-02-26,False,5,50,45,2024-02-28,CURRENT,HR_10,2024-03-18,2026-01-14 02:44:54.033716,2026-01-14 02:44:54.033716
669ce152-a585-4185-ad28-dca00e6703ad,N0052,BLS,2025-07-11,2027-07-11,False,1,8,7,2025-07-11,CURRENT,HR_10,2025-08-04,2026-01-14 02:44:54.034026,2026-01-14 02:44:54.034026
904d77f4-0a21-4295-9425-fe672ddd95ea,N0052,OB_NURS,2024-04-05,2027-04-05,False,10,30,20,2024-04-05,CURRENT,HR_10,2024-04-07,2026-01-14 02:44:54.034311,2026-01-14 02:44:54.034311
8350c55c-f7ce-4d12-8f3d-87ac9e5d2d04,N0053,CHEMO,2025-11-16,2027-11-16,False,1,24,23,2025-11-16,CURRENT,HR_1,2025-12-07,2026-01-14 02:44:54.034983,2026-01-14 02:44:54.034984
